sentence,extracted_noun,extracted_adj,language,city,osm_key,osm_value
The F-11 Markaz in Islamabad has an biggest mosque.,mosque,biggest,en,Islamabad,amenity,mosque
Mujhay Mall Road ke qareeb koi saaf suthra haspatal chahiye.,haspatal,saaf suthra,ur,Lahore,amenity,hospital
"Avoid the resort in Defence, it is not clean.",resort,clean,en,Karachi,tourism,hotel
Suna hai ke Islamabad main sab se behtareen ground wahan hai.,ground,behtareen,ur,Islamabad,leisure,park
I am looking for a famous guest house near University Road.,guest house,famous,en,Peshawar,tourism,hotel
Is there any cheap park open in Lahore right now?,park,cheap,en,Lahore,leisure,park
Suna hai ke Peshawar main sab se lajawab sauda salf ki dukaan wahan hai.,sauda salf ki dukaan,lajawab,ur,Peshawar,shop,convenience
"Avoid the dining place in Hayatabad, it is not historic.",dining place,historic,en,Peshawar,amenity,restaurant
Kya Islamabad main koi behtareen jamia masjid khula hai?,jamia masjid,behtareen,ur,Islamabad,amenity,mosque
Does Rawalpindi have any popular police station for tourists?,police station,popular,en,Rawalpindi,amenity,police
I am looking for a best dining place near G-9.,dining place,best,en,Islamabad,amenity,restaurant
The G-9 in Islamabad has an oldest fashion outlet.,fashion outlet,oldest,en,Islamabad,shop,clothes
I am looking for a biggest tailor shop near Saddar.,tailor shop,biggest,en,Karachi,shop,tailor
Does Lahore have any historic clothing store for tourists?,clothing store,historic,en,Lahore,shop,clothes
Suna hai ke Rawalpindi main sab se mehnga boutique wahan hai.,boutique,mehnga,ur,Rawalpindi,shop,clothes
Kya Lahore main koi purana silai markaz khula hai?,silai markaz,purana,ur,Lahore,shop,tailor
Does Lahore have any oldest grocery store for tourists?,grocery store,oldest,en,Lahore,shop,convenience
Raja Bazaar main jo resort hai wo bohat qareebi hai.,resort,qareebi,ur,Rawalpindi,tourism,hotel
Is there any famous grand mosque open in Rawalpindi right now?,grand mosque,famous,en,Rawalpindi,amenity,mosque
DHA main jo quetta tea hotel hai wo bohat sasta hai.,quetta tea hotel,sasta,ur,Lahore,amenity,cafe
Defence main jo jamia masjid hai wo bohat qareebi hai.,jamia masjid,qareebi,ur,Karachi,amenity,mosque
Suna hai ke Karachi main sab se mehnga imambargah wahan hai.,imambargah,mehnga,ur,Karachi,amenity,mosque
Agar mashoor ground dhoond rahay ho to Karkhano jao.,ground,mashoor,ur,Peshawar,leisure,park
Is there any affordable medical center open in Islamabad right now?,medical center,affordable,en,Islamabad,amenity,hospital
Suna hai ke Peshawar main sab se saaf suthra masjid wahan hai.,masjid,saaf suthra,ur,Peshawar,amenity,mosque
There is a famous boutique in Mall Road which is very popular.,boutique,popular,en,Lahore,shop,clothes
Is there any clean medical center open in Lahore right now?,medical center,clean,en,Lahore,amenity,hospital
Saddar main jo fashion center hai wo bohat saaf suthra hai.,fashion center,saaf suthra,ur,Rawalpindi,shop,clothes
Bahria Town wala kapron ki dukaan kaafi sasta hai.,kapron ki dukaan,sasta,ur,Rawalpindi,shop,clothes
Hum ne Raja Bazaar main aik pur-sukoon sair gah dekha.,sair gah,pur-sukoon,ur,Rawalpindi,leisure,park
Islamabad ke G-9 main aik bohat mashoor hotel hai.,hotel,mashoor,ur,Islamabad,tourism,hotel
Mujhay Raja Bazaar ke qareeb koi behtareen quetta tea hotel chahiye.,quetta tea hotel,behtareen,ur,Rawalpindi,amenity,cafe
I am looking for a oldest police station near Saddar.,police station,oldest,en,Karachi,amenity,police
Can you recommend a clean grand mosque around Tariq Road?,grand mosque,clean,en,Karachi,amenity,mosque
I am looking for a nearby jogging track near Commercial Market.,jogging track,nearby,en,Rawalpindi,leisure,park
Hum ne DHA main aik lajawab kapron ki dukaan dekha.,kapron ki dukaan,lajawab,ur,Lahore,shop,clothes
Lahore ke Mall Road main aik bohat mashoor dhaba hai.,dhaba,mashoor,ur,Lahore,amenity,restaurant
There is a famous police station in Bahria Town which is very best.,police station,best,en,Rawalpindi,amenity,police
Does Rawalpindi have any biggest precinct for tourists?,precinct,biggest,en,Rawalpindi,amenity,police
Clifton wala cafe kaafi lajawab hai.,cafe,lajawab,ur,Karachi,amenity,cafe
Karachi ke Tariq Road main aik bohat bada guest house hai.,guest house,bada,ur,Karachi,tourism,hotel
We visited the most oldest police station in Peshawar yesterday.,police station,oldest,en,Peshawar,amenity,police
Is there any nearby tailor shop open in Karachi right now?,tailor shop,nearby,en,Karachi,shop,tailor
Karachi ke Clifton main aik bohat rush wala masjid hai.,masjid,rush wala,ur,Karachi,amenity,mosque
Liberty Market main jo dawa khana hai wo bohat purana hai.,dawa khana,purana,ur,Lahore,amenity,hospital
Gulberg main jo police station hai wo bohat bada hai.,police station,bada,ur,Lahore,amenity,police
Saddar main jo kapron ki dukaan hai wo bohat rush wala hai.,kapron ki dukaan,rush wala,ur,Rawalpindi,shop,clothes
Does Rawalpindi have any popular boutique for tourists?,boutique,popular,en,Rawalpindi,shop,clothes
Liberty Market wala police station kaafi pur-sukoon hai.,police station,pur-sukoon,ur,Lahore,amenity,police
Mujhay Saddar ke qareeb koi bada guest house chahiye.,guest house,bada,ur,Karachi,tourism,hotel
Suna hai ke Karachi main sab se khubsurat darzi wahan hai.,darzi,khubsurat,ur,Karachi,shop,tailor
There is a famous jogging track in F-11 Markaz which is very famous.,jogging track,famous,en,Islamabad,leisure,park
Mujhay Bahria Town ke qareeb koi bada dukaan chahiye.,dukaan,bada,ur,Rawalpindi,shop,convenience
Is there any best stitching center open in Islamabad right now?,stitching center,best,en,Islamabad,shop,tailor
Hum ne Saddar main aik behtareen kapron ki dukaan dekha.,kapron ki dukaan,behtareen,ur,Karachi,shop,clothes
Liberty Market main jo kiryana store hai wo bohat rush wala hai.,kiryana store,rush wala,ur,Lahore,shop,convenience
Karachi ke Saddar main aik bohat bada dawa khana hai.,dawa khana,bada,ur,Karachi,amenity,hospital
We visited the most cheap eatery in Islamabad yesterday.,eatery,cheap,en,Islamabad,amenity,restaurant
Saddar main jo jamia masjid hai wo bohat purana hai.,jamia masjid,purana,ur,Rawalpindi,amenity,mosque
Saddar main jo clinic hai wo bohat mehnga hai.,clinic,mehnga,ur,Peshawar,amenity,hospital
"Avoid the lodge in Blue Area, it is not oldest.",lodge,oldest,en,Islamabad,tourism,hotel
Kya Rawalpindi main koi purana shifa khana khula hai?,shifa khana,purana,ur,Rawalpindi,amenity,hospital
There is a famous Islamic center in Blue Area which is very popular.,Islamic center,popular,en,Islamabad,amenity,mosque
Kya Lahore main koi behtareen chowki khula hai?,chowki,behtareen,ur,Lahore,amenity,police
Kya Karachi main koi saaf suthra resort khula hai?,resort,saaf suthra,ur,Karachi,tourism,hotel
Mujhay Blue Area ke qareeb koi purana general store chahiye.,general store,purana,ur,Islamabad,shop,convenience
Peshawar ke Saddar main aik bohat qareebi cafe hai.,cafe,qareebi,ur,Peshawar,amenity,cafe
Hum ne Anarkali main aik bada dukaan dekha.,dukaan,bada,ur,Lahore,shop,convenience
Blue Area main jo shifa khana hai wo bohat sasta hai.,shifa khana,sasta,ur,Islamabad,amenity,hospital
Does Karachi have any crowded tea house for tourists?,tea house,crowded,en,Karachi,amenity,cafe
Is there any nearby hotel open in Karachi right now?,hotel,nearby,en,Karachi,tourism,hotel
Mujhay Gulberg ke qareeb koi qareebi quetta tea hotel chahiye.,quetta tea hotel,qareebi,ur,Lahore,amenity,cafe
Suna hai ke Peshawar main sab se rush wala bagh wahan hai.,bagh,rush wala,ur,Peshawar,leisure,park
Suna hai ke Peshawar main sab se saaf suthra eid gah wahan hai.,eid gah,saaf suthra,ur,Peshawar,amenity,mosque
Agar khubsurat fashion center dhoond rahay ho to Saddar jao.,fashion center,khubsurat,ur,Rawalpindi,shop,clothes
Hum ne Raja Bazaar main aik mehnga general store dekha.,general store,mehnga,ur,Rawalpindi,shop,convenience
Mujhay Defence ke qareeb koi bada eid gah chahiye.,eid gah,bada,ur,Karachi,amenity,mosque
Kya Islamabad main koi qareebi haspatal khula hai?,haspatal,qareebi,ur,Islamabad,amenity,hospital
Kya Karachi main koi bada chai wala khula hai?,chai wala,bada,ur,Karachi,amenity,cafe
Hum ne Blue Area main aik pur-sukoon imambargah dekha.,imambargah,pur-sukoon,ur,Islamabad,amenity,mosque
Does Lahore have any famous clothing store for tourists?,clothing store,famous,en,Lahore,shop,clothes
Hum ne Gulshan main aik sasta darzi dekha.,darzi,sasta,ur,Karachi,shop,tailor
Can you recommend a oldest grand mosque around DHA?,grand mosque,oldest,en,Lahore,amenity,mosque
Hum ne Anarkali main aik rush wala musafir khana dekha.,musafir khana,rush wala,ur,Lahore,tourism,hotel
Lahore ke Liberty Market main aik bohat pur-sukoon quetta tea hotel hai.,quetta tea hotel,pur-sukoon,ur,Lahore,amenity,cafe
Hum ne Centaurus main aik saaf suthra eid gah dekha.,eid gah,saaf suthra,ur,Islamabad,amenity,mosque
Lahore ke Mall Road main aik bohat purana chowki hai.,chowki,purana,ur,Lahore,amenity,police
"Avoid the convenience store in Blue Area, it is not crowded.",convenience store,crowded,en,Islamabad,shop,convenience
"Avoid the cafe in Blue Area, it is not historic.",cafe,historic,en,Islamabad,amenity,cafe
Suna hai ke Lahore main sab se behtareen tailor shop wahan hai.,tailor shop,behtareen,ur,Lahore,shop,tailor
There is a famous eatery in Tariq Road which is very luxury.,eatery,luxury,en,Karachi,amenity,restaurant
Tariq Road wala sair gah kaafi purana hai.,sair gah,purana,ur,Karachi,leisure,park
Agar sasta fashion center dhoond rahay ho to G-9 jao.,fashion center,sasta,ur,Islamabad,shop,clothes
Kya Lahore main koi rush wala kiryana store khula hai?,kiryana store,rush wala,ur,Lahore,shop,convenience
Suna hai ke Islamabad main sab se purana ground wahan hai.,ground,purana,ur,Islamabad,leisure,park
Defence main jo general store hai wo bohat lajawab hai.,general store,lajawab,ur,Karachi,shop,convenience
Is there any popular bistro open in Karachi right now?,bistro,popular,en,Karachi,amenity,restaurant
Agar lajawab imambargah dhoond rahay ho to Tariq Road jao.,imambargah,lajawab,ur,Karachi,amenity,mosque
Is there any famous fashion outlet open in Karachi right now?,fashion outlet,famous,en,Karachi,shop,clothes
We visited the most affordable bistro in Rawalpindi yesterday.,bistro,affordable,en,Rawalpindi,amenity,restaurant
Can you recommend a famous police station around Gulshan?,police station,famous,en,Karachi,amenity,police
Can you recommend a clean garment shop around Centaurus?,garment shop,clean,en,Islamabad,shop,clothes
Rawalpindi ke Raja Bazaar main aik bohat sasta police station hai.,police station,sasta,ur,Rawalpindi,amenity,police
Agar saaf suthra dawa khana dhoond rahay ho to Karkhano jao.,dawa khana,saaf suthra,ur,Peshawar,amenity,hospital
Agar saaf suthra cloth market dhoond rahay ho to Hayatabad jao.,cloth market,saaf suthra,ur,Peshawar,shop,clothes
Kya Islamabad main koi purana fashion center khula hai?,fashion center,purana,ur,Islamabad,shop,clothes
Does Karachi have any clean garment shop for tourists?,garment shop,clean,en,Karachi,shop,clothes
Agar qareebi silai markaz dhoond rahay ho to Saddar jao.,silai markaz,qareebi,ur,Peshawar,shop,tailor
Suna hai ke Islamabad main sab se sasta boutique wahan hai.,boutique,sasta,ur,Islamabad,shop,clothes
Rawalpindi ke Bahria Town main aik bohat saaf suthra thana hai.,thana,saaf suthra,ur,Rawalpindi,amenity,police
The Mall Road in Lahore has an popular precinct.,precinct,popular,en,Lahore,amenity,police
Suna hai ke Lahore main sab se saaf suthra police station wahan hai.,police station,saaf suthra,ur,Lahore,amenity,police
Anarkali main jo darzi hai wo bohat bada hai.,darzi,bada,ur,Lahore,shop,tailor
I am looking for a oldest clothing store near Commercial Market.,clothing store,oldest,en,Rawalpindi,shop,clothes
Kya Lahore main koi sasta cloth market khula hai?,cloth market,sasta,ur,Lahore,shop,clothes
Saddar wala boutique kaafi mehnga hai.,boutique,mehnga,ur,Rawalpindi,shop,clothes
There is a famous lodge in Karkhano which is very best.,lodge,best,en,Peshawar,tourism,hotel
Suna hai ke Karachi main sab se mashoor haspatal wahan hai.,haspatal,mashoor,ur,Karachi,amenity,hospital
We visited the most biggest stitching center in Islamabad yesterday.,stitching center,biggest,en,Islamabad,shop,tailor
Suna hai ke Karachi main sab se qareebi imambargah wahan hai.,imambargah,qareebi,ur,Karachi,amenity,mosque
Hum ne Saddar main aik saaf suthra clinic dekha.,clinic,saaf suthra,ur,Karachi,amenity,hospital
Kya Peshawar main koi behtareen darzi khula hai?,darzi,behtareen,ur,Peshawar,shop,tailor
"Avoid the clinic in Saddar, it is not clean.",clinic,clean,en,Rawalpindi,amenity,hospital
We visited the most famous clothing store in Peshawar yesterday.,clothing store,famous,en,Peshawar,shop,clothes
Does Islamabad have any cheap restaurant for tourists?,restaurant,cheap,en,Islamabad,amenity,restaurant
Peshawar ke Karkhano main aik bohat sasta clinic hai.,clinic,sasta,ur,Peshawar,amenity,hospital
Mujhay DHA ke qareeb koi rush wala sair gah chahiye.,sair gah,rush wala,ur,Lahore,leisure,park
Is there any biggest tailor shop open in Rawalpindi right now?,tailor shop,biggest,en,Rawalpindi,shop,tailor
Can you recommend a clean park around University Road?,park,clean,en,Peshawar,leisure,park
Hum ne Karkhano main aik pur-sukoon clinic dekha.,clinic,pur-sukoon,ur,Peshawar,amenity,hospital
Anarkali main jo chaye khana hai wo bohat khubsurat hai.,chaye khana,khubsurat,ur,Lahore,amenity,cafe
Karachi ke Saddar main aik bohat saaf suthra dawa khana hai.,dawa khana,saaf suthra,ur,Karachi,amenity,hospital
Can you recommend a nearby precinct around University Road?,precinct,nearby,en,Peshawar,amenity,police
Is there any popular stitching center open in Lahore right now?,stitching center,popular,en,Lahore,shop,tailor
Karkhano main jo dhaba hai wo bohat khubsurat hai.,dhaba,khubsurat,ur,Peshawar,amenity,restaurant
"Avoid the park in Hayatabad, it is not historic.",park,historic,en,Peshawar,leisure,park
Hayatabad wala cloth market kaafi mehnga hai.,cloth market,mehnga,ur,Peshawar,shop,clothes
Is there any clean lodge open in Peshawar right now?,lodge,clean,en,Peshawar,tourism,hotel
There is a famous fashion outlet in Blue Area which is very crowded.,fashion outlet,crowded,en,Islamabad,shop,clothes
Is there any clean boutique open in Islamabad right now?,boutique,clean,en,Islamabad,shop,clothes
There is a famous cafe in Gulshan which is very historic.,cafe,historic,en,Karachi,amenity,cafe
There is a famous Islamic center in Karkhano which is very nearby.,Islamic center,nearby,en,Peshawar,amenity,mosque
Can you recommend a affordable grand mosque around Raja Bazaar?,grand mosque,affordable,en,Rawalpindi,amenity,mosque
Suna hai ke Islamabad main sab se purana restaurant wahan hai.,restaurant,purana,ur,Islamabad,amenity,restaurant
Saddar main jo police station hai wo bohat purana hai.,police station,purana,ur,Peshawar,amenity,police
Is there any clean jogging track open in Lahore right now?,jogging track,clean,en,Lahore,leisure,park
We visited the most affordable hotel in Islamabad yesterday.,hotel,affordable,en,Islamabad,tourism,hotel
Clifton main jo masjid hai wo bohat purana hai.,masjid,purana,ur,Karachi,amenity,mosque
Can you recommend a crowded police station around Blue Area?,police station,crowded,en,Islamabad,amenity,police
Suna hai ke Peshawar main sab se mashoor darzi wahan hai.,darzi,mashoor,ur,Peshawar,shop,tailor
Mujhay Karkhano ke qareeb koi mehnga park chahiye.,park,mehnga,ur,Peshawar,leisure,park
Hum ne Liberty Market main aik khubsurat cafe dekha.,cafe,khubsurat,ur,Lahore,amenity,cafe
Mall Road main jo dawa khana hai wo bohat rush wala hai.,dawa khana,rush wala,ur,Lahore,amenity,hospital
The Anarkali in Lahore has an popular Islamic center.,Islamic center,popular,en,Lahore,amenity,mosque
Mall Road wala general store kaafi sasta hai.,general store,sasta,ur,Lahore,shop,convenience
There is a famous boutique in Saddar which is very biggest.,boutique,biggest,en,Peshawar,shop,clothes
Anarkali main jo eid gah hai wo bohat behtareen hai.,eid gah,behtareen,ur,Lahore,amenity,mosque
Islamabad ke F-11 Markaz main aik bohat lajawab musafir khana hai.,musafir khana,lajawab,ur,Islamabad,tourism,hotel
We visited the most cheap emergency room in Lahore yesterday.,emergency room,cheap,en,Lahore,amenity,hospital
Is there any oldest clinic open in Rawalpindi right now?,clinic,oldest,en,Rawalpindi,amenity,hospital
The Mall Road in Lahore has an cheap precinct.,precinct,cheap,en,Lahore,amenity,police
Can you recommend a popular jogging track around Karkhano?,jogging track,popular,en,Peshawar,leisure,park
